"Node1","Sign","Node2","edgesUpVars","edgesDownVars"
"SPI1",1,"ABL1","eU3795","eD3795"
"TFAP2A",1,"ABL1","eU3796","eD3796"
"WT1",1,"RARA","eU3797","eD3797"
"TBP",1,"MYB","eU3798","eD3798"
"TAF1",1,"RB1","eU3799","eD3799"
"MYF6",1,"MEF2A","eU3800","eD3800"
"MEF2A",1,"MYF6","eU3801","eD3801"
"MSC",1,"NR1I3","eU3802","eD3802"
"TFDP1",1,"MYC","eU3803","eD3803"
"ZNF91",1,"GFI1","eU3804","eD3804"
"TFAP2A",1,"NR3C1","eU3805","eD3805"
"NR2F1",-1,"POU5F1","eU3806","eD3806"
"MYF5",1,"MEF2A","eU3807","eD3807"
"ESR1",1,"LITAF","eU3808","eD3808"
"FOS",1,"RB1","eU3809","eD3809"
"RB1",-1,"FOS","eU3810","eD3810"
"GATA1",1,"HOXB2","eU3811","eD3811"
"MAX",1,"SIN3A","eU3812","eD3812"
"MXD1",1,"SIN3A","eU3813","eD3813"
"GATA1",1,"WT1","eU3814","eD3814"
"HOXC6",1,"TTF1","eU3815","eD3815"
"HOXC8",1,"TTF1","eU3816","eD3816"
"HOXD3",1,"TTF1","eU3817","eD3817"
"REL",1,"PREB","eU3818","eD3818"
"POU2F1",1,"ZFP42","eU3819","eD3819"
"RARA",1,"HNF4A","eU3820","eD3820"
"HNF4A",1,"RARA","eU3821","eD3821"
"IRF1",1,"JUN","eU3822","eD3822"
"TCF3",1,"TAL1","eU3823","eD3823"
"WT1",1,"JUN","eU3824","eD3824"
"NFE2L2",1,"TFAM","eU3825","eD3825"
"TFAP2A",1,"MYOD1","eU3826","eD3826"
"EWSR1",1,"MYC","eU3827","eD3827"
"FLI1",1,"MYC","eU3828","eD3828"
"SRY",1,"FOSL1","eU3829","eD3829"
"GATA1",1,"KLF1","eU3830","eD3830"
"MAX",1,"MXD1","eU3831","eD3831"
"MXD1",1,"MAX","eU3832","eD3832"
"EGR1",1,"RB1","eU3833","eD3833"
"ETV4",1,"ETS1","eU3834","eD3834"
"POU2F1",1,"ETS1","eU3835","eD3835"
"POU2F2",1,"ETS1","eU3836","eD3836"
"TBP",1,"MYOG","eU3837","eD3837"
"TFAP2A",1,"MYC","eU3838","eD3838"
"HMGA1",1,"NFATC2","eU3839","eD3839"
"NR2F6",-1,"POU5F1","eU3840","eD3840"
"CEBPG",1,"JUN","eU3841","eD3841"
"RB1",-1,"TFDP1","eU3842","eD3842"
"TFDP1",1,"RB1","eU3843","eD3843"
"VDR",1,"RARA","eU3844","eD3844"
"LHX2",1,"TFAP2A","eU3845","eD3845"
"TAF1",1,"RARB","eU3846","eD3846"
"HMGA2",1,"JUN","eU3847","eD3847"
"TP53",1,"TBP","eU3848","eD3848"
"MYF6",1,"FGF2","eU3849","eD3849"
"EGR1",1,"NR4A1","eU3850","eD3850"
"PAX8",1,"WT1","eU3851","eD3851"
"RB1",1,"ELF1","eU3852","eD3852"
"ELF1",1,"RB1","eU3853","eD3853"
"ETS2",1,"GATA1","eU3854","eD3854"
"PAX5",1,"PAX8","eU3855","eD3855"
"PAX8",-1,"TP53","eU3856","eD3856"
"WT1",1,"LITAF","eU3857","eD3857"
"ZNF354C",1,"EGR2","eU3858","eD3858"
"NR2F1",1,"HNF1B","eU3859","eD3859"
"NR2F2",1,"HNF1B","eU3860","eD3860"
"PITX2",1,"HNF1B","eU3861","eD3861"
"NR2F1",1,"HNF1A","eU3862","eD3862"
"PITX2",1,"HNF1A","eU3863","eD3863"
"EGR2",1,"HOXB2","eU3864","eD3864"
"PAX5",-1,"XBP1","eU3865","eD3865"
"MXI1",1,"MAX","eU3866","eD3866"
"BCL3",1,"RB1","eU3867","eD3867"
"FOXA2",1,"TTF1","eU3868","eD3868"
"REL",1,"JUN","eU3869","eD3869"
"ID1",1,"TAL1","eU3870","eD3870"
"POU1F1",1,"THRB","eU3871","eD3871"
"NFKB1",1,"RB1","eU3872","eD3872"
"MYBL1",1,"GATA1","eU3873","eD3873"
"E2F4",-1,"MYBL2","eU3874","eD3874"
"TFDP1",1,"MYBL2","eU3875","eD3875"
"AHR",1,"ISL1","eU3876","eD3876"
"XBP1",1,"RB1","eU3877","eD3877"
"SRF",1,"AR","eU3878","eD3878"
"MYOD1",1,"E2F1","eU3879","eD3879"
"E2F1",-1,"MYOD1","eU3880","eD3880"
"TP53",1,"DDIT3","eU3881","eD3881"
"POU2F1",-1,"POU1F1","eU3882","eD3882"
"ETS2",1,"JUNB","eU3883","eD3883"
"JUNB",1,"ETS2","eU3884","eD3884"
"TBX15",1,"TP53","eU3885","eD3885"
"ERF",1,"GATA2","eU3886","eD3886"
"HR",1,"CIITA","eU3887","eD3887"
"RARA",1,"OTX2","eU3888","eD3888"
"SP1",1,"NR5A1","eU3889","eD3889"
"NR5A1",1,"SP1","eU3890","eD3890"
"SP1",1,"SF1","eU3891","eD3891"
"AHR",1,"CDX2","eU3892","eD3892"
"MYC",-1,"SP3","eU3893","eD3893"
"SP3",1,"MYC","eU3894","eD3894"
"HBP1",-1,"MYC","eU3895","eD3895"
"MYC",1,"HBP1","eU3896","eD3896"
"SMARCA1",1,"BRCA1","eU3897","eD3897"
"TP63",1,"SMARCA1","eU3898","eD3898"
"EGR1",1,"NFKB1","eU3899","eD3899"
"NFKB1",-1,"EGR1","eU3900","eD3900"
"USF1",-1,"MYOD1","eU3901","eD3901"
"NFKB1",1,"NFKB2","eU3902","eD3902"
"RORA",1,"MYCN","eU3903","eD3903"
"NEUROD1",1,"HAND2","eU3904","eD3904"
"JUND",1,"SPI1","eU3905","eD3905"
"STAT2",1,"IRF1","eU3906","eD3906"
"POU2F1",-1,"THRB","eU3907","eD3907"
"SP3",1,"RB1","eU3908","eD3908"
"MEF2A",1,"MEF2D","eU3909","eD3909"
"MEF2D",1,"MEF2A","eU3910","eD3910"
"STAT5A",1,"NR3C1","eU3911","eD3911"
"REL",1,"NFKB2","eU3912","eD3912"
"SIM2",1,"ARNT","eU3913","eD3913"
"ATF6",1,"FOS","eU3914","eD3914"
"ETS1",1,"MYCN","eU3915","eD3915"
"ETS2",1,"MYCN","eU3916","eD3916"
"ETV4",1,"MYCN","eU3917","eD3917"
"SPI1",-1,"MYB","eU3918","eD3918"
"STAT5B",-1,"IRF1","eU3919","eD3919"
"STAT5A",-1,"IRF1","eU3920","eD3920"
"AR",1,"FOS","eU3921","eD3921"
"RLF",1,"FOS","eU3922","eD3922"
"MYB",1,"FGF2","eU3923","eD3923"
"RELA",1,"ABL1","eU3924","eD3924"
"ASCL1",1,"PHOX2A","eU3925","eD3925"
"RARA",1,"FLI1","eU3926","eD3926"
"FLI1",1,"RARA","eU3927","eD3927"
"TWIST1",1,"MEF2C","eU3928","eD3928"
"ELF1",1,"MYC","eU3929","eD3929"
"USF1",1,"APEX1","eU3930","eD3930"
"PAX3",1,"ID4","eU3931","eD3931"
"POU3F1",1,"ZFP42","eU3932","eD3932"
"VDR",1,"HOXA10","eU3933","eD3933"
"NRL",1,"PAX6","eU3934","eD3934"
"PAX5",1,"LEF1","eU3935","eD3935"
"LEF1",1,"PAX5","eU3936","eD3936"
"STAT1",1,"STAT6","eU3937","eD3937"
"STAT6",-1,"STAT1","eU3938","eD3938"
"HLF",1,"DBP","eU3939","eD3939"
"CEBPA",1,"DBP","eU3940","eD3940"
"NFKB1",1,"WT1","eU3941","eD3941"
"RELA",1,"WT1","eU3942","eD3942"
"SP1",1,"SRY","eU3943","eD3943"
"TCF12",1,"TCF3","eU3944","eD3944"
"NFKB2",1,"MYC","eU3945","eD3945"
"FOS",-1,"JUND","eU3946","eD3946"
"USF1",1,"SF1","eU3947","eD3947"
"SP1",1,"ZBTB14","eU3948","eD3948"
"NFATC2",1,"CREBBP","eU3949","eD3949"
"FOS",1,"LITAF","eU3950","eD3950"
"FOS",1,"TCF3","eU3951","eD3951"
"TCF3",1,"LITAF","eU3952","eD3952"
"NR4A1",1,"NR4A3","eU3953","eD3953"
"SRF",1,"MYOD1","eU3954","eD3954"
"EWSR1",1,"SF1","eU3955","eD3955"
"FOXA1",1,"HNF1A","eU3956","eD3956"
"FOXA1",1,"HNF4A","eU3957","eD3957"
"FOXA2",1,"HNF1A","eU3958","eD3958"
"HESX1",1,"ESR1","eU3959","eD3959"
"NCOR1",1,"HESX1","eU3960","eD3960"
"HESX1",1,"NCOR1","eU3961","eD3961"
"NCOR1",1,"POU1F1","eU3962","eD3962"
"POU1F1",1,"NCOR1","eU3963","eD3963"
"NCOR1",1,"POU4F2","eU3964","eD3964"
"POU4F2",1,"NCOR1","eU3965","eD3965"
"POU4F2",1,"ESR1","eU3966","eD3966"
"SMAD4",1,"GSC","eU3967","eD3967"
"SMAD3",-1,"GSC","eU3968","eD3968"
"BMAL1",1,"HLF","eU3969","eD3969"
"TFDP1",1,"E2F1","eU3970","eD3970"
"KLF1",1,"KAT2B","eU3971","eD3971"
"ZBTB16",1,"MAX","eU3972","eD3972"
"ZBTB16",1,"MXD1","eU3973","eD3973"
"PAX3",1,"LMO4","eU3974","eD3974"
"MYBL2",1,"FGF2","eU3975","eD3975"
"YY1",1,"CTCF","eU3976","eD3976"
"SMAD3",1,"ERF","eU3977","eD3977"
"TFE3",1,"ERF","eU3978","eD3978"
"STAT5A",1,"RB1","eU3979","eD3979"
"STAT5A",1,"CREBBP","eU3980","eD3980"
"EGR2",1,"FGF2","eU3981","eD3981"
"VSX2",1,"AHR","eU3982","eD3982"
"KLF1",1,"SMARCA1","eU3983","eD3983"
"ID1",1,"ID2","eU3984","eD3984"
"ID2",1,"ID1","eU3985","eD3985"
"ZNF91",1,"PLAGL1","eU3986","eD3986"
"AR",1,"NR5A1","eU3987","eD3987"
"SMAD2",-1,"RUNX2","eU3988","eD3988"
"ESR1",1,"MYB","eU3989","eD3989"
"MYB",1,"ESR1","eU3990","eD3990"
"SP1",1,"PML","eU3991","eD3991"
"NFATC1",1,"EGR3","eU3992","eD3992"
"NFATC2",1,"EGR3","eU3993","eD3993"
"ESRRA",1,"THRA","eU3994","eD3994"
"GATA4",1,"HNF4A","eU3995","eD3995"
"TTF1",1,"PAX8","eU3996","eD3996"
"KLF9",1,"TFAP2A","eU3997","eD3997"
"WT1",1,"TFAP2A","eU3998","eD3998"
"USF1",1,"MYC","eU3999","eD3999"
"NR2F1",1,"ESR1","eU4000","eD4000"
"NR2F2",1,"ESR1","eU4001","eD4001"
"GATA5",1,"TTF1","eU4002","eD4002"
"GATA6",1,"TTF1","eU4003","eD4003"
"EGR2",-1,"EGR1","eU4004","eD4004"
"EGR1",1,"EGR2","eU4005","eD4005"
"FOS",-1,"CDX2","eU4006","eD4006"
"AHR",1,"FOS","eU4007","eD4007"
"E2F1",1,"MEIS1","eU4008","eD4008"
"E2F1",1,"SMARCA5","eU4009","eD4009"
"E2F2",1,"BRCA1","eU4010","eD4010"
"E2F3",1,"BRCA1","eU4011","eD4011"
"E2F4",1,"EPAS1","eU4012","eD4012"
"E2F4",1,"SMARCA5","eU4013","eD4013"
"E2F4",1,"YBX3","eU4014","eD4014"
"E2F4",1,"FOXD3","eU4015","eD4015"
"ESR1",1,"HOXA1","eU4016","eD4016"
"ESR1",1,"ARID5B","eU4017","eD4017"
"ESR2",1,"NR5A2","eU4018","eD4018"
"ESR2",1,"HOXA10","eU4019","eD4019"
"ESR2",1,"MEF2D","eU4020","eD4020"
"ESR2",1,"PBX1","eU4021","eD4021"
"ESR2",1,"TFDP1","eU4022","eD4022"
"ESR2",1,"TP63","eU4023","eD4023"
"ETS1",1,"EGR1","eU4024","eD4024"
"ETS1",1,"MYB","eU4025","eD4025"
"EZH2",1,"HOXA7","eU4026","eD4026"
"FOXO3",1,"KLF6","eU4027","eD4027"
"FOXO3",1,"DDIT3","eU4028","eD4028"
"FOS",1,"MAF","eU4029","eD4029"
"GATA1",1,"NFE2","eU4030","eD4030"
"GATA2",1,"MYC","eU4031","eD4031"
"GATA2",1,"WT1","eU4032","eD4032"
"GFI1",1,"MYC","eU4033","eD4033"
"FOXA1",1,"CEBPA","eU4034","eD4034"
"HNF4A",1,"CEBPA","eU4035","eD4035"
"CEBPA",1,"HNF4A","eU4036","eD4036"
"GLI1",1,"HES1","eU4037","eD4037"
"HES1",1,"GLI1","eU4038","eD4038"
"RBPJ",1,"NFKB1","eU4039","eD4039"
"JUN",1,"PPARA","eU4040","eD4040"
"PPARA",-1,"JUN","eU4041","eD4041"
"MAX",1,"DDIT3","eU4042","eD4042"
"MITF",1,"HOXB4","eU4043","eD4043"
"MYBL2",1,"MYB","eU4044","eD4044"
"MYC",1,"APEX1","eU4045","eD4045"
"MYC",1,"ASCL2","eU4046","eD4046"
"MYC",1,"BCL3","eU4047","eD4047"
"MYC",1,"EGR3","eU4048","eD4048"
"MYC",1,"ELK1","eU4049","eD4049"
"MYC",1,"HOXD3","eU4050","eD4050"
"MYC",1,"HOXD13","eU4051","eD4051"
"MYC",1,"IRF2","eU4052","eD4052"
"MYC",1,"IRF3","eU4053","eD4053"
"MYC",1,"LMX1B","eU4054","eD4054"
"SMAD7",1,"MYC","eU4055","eD4055"
"MYC",1,"SMAD7","eU4056","eD4056"
"MYC",1,"MBD1","eU4057","eD4057"
"MYC",1,"NFIL3","eU4058","eD4058"
"MYC",-1,"RARB","eU4059","eD4059"
"MYC",1,"SIM2","eU4060","eD4060"
"MYC",1,"STAT6","eU4061","eD4061"
"MYC",1,"TCF12","eU4062","eD4062"
"MYC",1,"FOSL1","eU4063","eD4063"
"MYC",1,"YBX3","eU4064","eD4064"
"HDAC3",-1,"MYC","eU4065","eD4065"
"MYC",1,"HDAC3","eU4066","eD4066"
"MYC",1,"NR1D1","eU4067","eD4067"
"MYC",1,"KLF1","eU4068","eD4068"
"MYC",1,"SIRT1","eU4069","eD4069"
"SIRT1",-1,"MYC","eU4070","eD4070"
"MYC",1,"CXXC1","eU4071","eD4071"
"MYCN",1,"APEX1","eU4072","eD4072"
"MYCN",1,"MEF2A","eU4073","eD4073"
"MYCN",1,"HMGA2","eU4074","eD4074"
"MYCN",1,"EOMES","eU4075","eD4075"
"MYCN",1,"CREB5","eU4076","eD4076"
"NFKB1",1,"IRF7","eU4077","eD4077"
"PGR",1,"ETS2","eU4078","eD4078"
"PGR",1,"TCF4","eU4079","eD4079"
"PGR",1,"ZKSCAN7","eU4080","eD4080"
"RARA",1,"SMAD3","eU4081","eD4081"
"RARA",1,"NR1I3","eU4082","eD4082"
"RARB",-1,"HOXA5","eU4083","eD4083"
"RELA",1,"FOSB","eU4084","eD4084"
"RELA",1,"NR4A1","eU4085","eD4085"
"RELA",1,"IRF7","eU4086","eD4086"
"RELA",1,"NR4A3","eU4087","eD4087"
"RXRA",1,"HNF1A","eU4088","eD4088"
"SP1",1,"NAB2","eU4089","eD4089"
"SP3",1,"NKX2_1","eU4090","eD4090"
"SPI1",1,"NR3C1","eU4091","eD4091"
"STAT1",-1,"NR1H4","eU4092","eD4092"
"STAT3",1,"ESR1","eU4093","eD4093"
"STAT3",1,"KLF11","eU4094","eD4094"
"HNF1A",1,"CEBPA","eU4095","eD4095"
"TCF7L2",1,"MYC","eU4096","eD4096"
"NR2F2",-1,"PPARA","eU4097","eD4097"
"USF2",1,"AR","eU4098","eD4098"
"USF2",1,"SF1","eU4099","eD4099"
"GFI1B",1,"MYC","eU4100","eD4100"
"KLF11",1,"PDX1","eU4101","eD4101"
"TP63",1,"AHR","eU4102","eD4102"
"TP63",1,"BMAL1","eU4103","eD4103"
"TP63",1,"NR3C1","eU4104","eD4104"
"TP63",1,"HSF2","eU4105","eD4105"
"TP63",1,"PPARA","eU4106","eD4106"
"TP63",1,"STAT6","eU4107","eD4107"
"TP63",1,"TBX20","eU4108","eD4108"
"NR1I2",1,"DBP","eU4109","eD4109"
"NR1I2",1,"NFIC","eU4110","eD4110"
"NR1I2",1,"KLF2","eU4111","eD4111"
"NR1I2",1,"FOXP1","eU4112","eD4112"
"CEBPZ",1,"SOX9","eU4113","eD4113"
"ABL1",1,"FOXO3","eU4114","eD4114"
"APEX1",1,"NFKB1","eU4115","eD4115"
"APEX1",1,"RELA","eU4116","eD4116"
"AR",1,"CTNNB1","eU4117","eD4117"
"CTNNB1",1,"AR","eU4118","eD4118"
"AR",1,"EP300","eU4119","eD4119"
"AR",1,"FOXA1","eU4120","eD4120"
"FOXA1",-1,"AR","eU4121","eD4121"
"AR",1,"KLF5","eU4122","eD4122"
"AR",-1,"REST","eU4123","eD4123"
"REST",-1,"AR","eU4124","eD4124"
"AR",1,"TBP","eU4125","eD4125"
"AR",1,"TCF7L2","eU4126","eD4126"
"AR",1,"TRPS1","eU4127","eD4127"
"ARNT",1,"BHLHE40","eU4128","eD4128"
"ARNT",1,"BRCA1","eU4129","eD4129"
"ARNT",1,"ESR1","eU4130","eD4130"
"ARNT",-1,"FOS","eU4131","eD4131"
"ARNT",1,"JUN","eU4132","eD4132"
"ARNT",1,"RELB","eU4133","eD4133"
"ARX",1,"KDM5C","eU4134","eD4134"
"ATF1",1,"GABPA","eU4135","eD4135"
"ATF2",1,"RELA","eU4136","eD4136"
"ATF4",-1,"IRF7","eU4137","eD4137"
"IRF7",1,"ATF4","eU4138","eD4138"
"CREB1",1,"ATF5","eU4139","eD4139"
"ATF5",1,"CREB1","eU4140","eD4140"
"ATF5",-1,"ID1","eU4141","eD4141"
"ATF6",1,"DDIT3","eU4142","eD4142"
"ATF6",-1,"MAFA","eU4143","eD4143"
"ATF6",1,"NR0B2","eU4144","eD4144"
"ATF6",-1,"PDX1","eU4145","eD4145"
"ATF6",1,"SRF","eU4146","eD4146"
"BACH2",-1,"XBP1","eU4147","eD4147"
"BARX2",1,"ESR1","eU4148","eD4148"
"BCL11A",1,"GATA1","eU4149","eD4149"
"BCL3",1,"MYB","eU4150","eD4150"
"BCL6",-1,"HDAC7","eU4151","eD4151"
"BCL6",-1,"IRF4","eU4152","eD4152"
"IRF4",-1,"BCL6","eU4153","eD4153"
"MYC",1,"BCL6","eU4154","eD4154"
"BCL6",1,"MYC","eU4155","eD4155"
"BCL6",-1,"XBP1","eU4156","eD4156"
"BRCA1",1,"DDIT3","eU4157","eD4157"
"BRCA1",1,"EP300","eU4158","eD4158"
"EP300",1,"BRCA1","eU4159","eD4159"
"BRCA1",-1,"FOXC1","eU4160","eD4160"
"BRCA1",-1,"FOXC2","eU4161","eD4161"
"BRCA1",-1,"HMGA2","eU4162","eD4162"
"BRCA1",1,"IRF7","eU4163","eD4163"
"BRCA1",1,"IRF9","eU4164","eD4164"
"BRCA1",1,"SIRT1","eU4165","eD4165"
"BRCA1",1,"STAT1","eU4166","eD4166"
"BRCA1",1,"STAT2","eU4167","eD4167"
"BRCA1",1,"STAT3","eU4168","eD4168"
"STAT3",1,"BRCA1","eU4169","eD4169"
"BRCA1",1,"TP63","eU4170","eD4170"
"TP63",1,"BRCA1","eU4171","eD4171"
"CDX1",1,"TBP","eU4172","eD4172"
"CDX2",1,"SP1","eU4173","eD4173"
"CEBPA",1,"ID1","eU4174","eD4174"
"STAT3",1,"CEBPA","eU4175","eD4175"
"CEBPA",1,"STAT3","eU4176","eD4176"
"CEBPB",1,"IRF4","eU4177","eD4177"
"CEBPB",1,"PRDM1","eU4178","eD4178"
"CEBPD",1,"POU5F1","eU4179","eD4179"
"CEBPE",-1,"GATA1","eU4180","eD4180"
"MYC",-1,"CEBPE","eU4181","eD4181"
"CEBPE",-1,"MYC","eU4182","eD4182"
"CIITA",1,"CREBBP","eU4183","eD4183"
"CIITA",-1,"SIRT1","eU4184","eD4184"
"CLOCK",1,"KAT5","eU4185","eD4185"
"CLOCK",-1,"NR3C1","eU4186","eD4186"
"CREB1",1,"GABPA","eU4187","eD4187"
"LYL1",1,"CREB1","eU4188","eD4188"
"CREB1",1,"LYL1","eU4189","eD4189"
"CREB1",-1,"NR2F1","eU4190","eD4190"
"CREB1",-1,"NR2F6","eU4191","eD4191"
"CREB1",-1,"SNAI1","eU4192","eD4192"
"CREB1",-1,"SNAI2","eU4193","eD4193"
"CREB5",-1,"STAT1","eU4194","eD4194"
"CREBBP",1,"BRCA1","eU4195","eD4195"
"CREBBP",1,"CREB1","eU4196","eD4196"
"EP300",1,"CREBBP","eU4197","eD4197"
"CREBBP",1,"EP300","eU4198","eD4198"
"CREBBP",1,"EZH2","eU4199","eD4199"
"CREBBP",1,"HINFP","eU4200","eD4200"
"CREBBP",1,"HOXA10","eU4201","eD4201"
"CREBBP",1,"HOXA9","eU4202","eD4202"
"CREBBP",1,"PPARA","eU4203","eD4203"
"CREM",1,"TBP","eU4204","eD4204"
"CTCF",1,"NANOG","eU4205","eD4205"
"CTNNB1",1,"GLI2","eU4206","eD4206"
"JUN",1,"CTNNB1","eU4207","eD4207"
"CTNNB1",1,"JUN","eU4208","eD4208"
"CTNNB1",1,"MYC","eU4209","eD4209"
"CTNNB1",1,"NCOA2","eU4210","eD4210"
"CTNNB1",1,"PPARD","eU4211","eD4211"
"CTNNB1",-1,"RB1","eU4212","eD4212"
"CTNNB1",1,"TCF7","eU4213","eD4213"
"DDIT3",-1,"CEBPA","eU4214","eD4214"
"DDIT3",-1,"SIRT1","eU4215","eD4215"
"DNMT1",1,"HDAC1","eU4216","eD4216"
"HDAC1",-1,"DNMT1","eU4217","eD4217"
"DNMT1",-1,"MBD2","eU4218","eD4218"
"E2F1",1,"CREBBP","eU4219","eD4219"
"E2F1",1,"CUX1","eU4220","eD4220"
"E2F1",1,"DNMT1","eU4221","eD4221"
"E2F1",1,"ETV4","eU4222","eD4222"
"E2F1",1,"MYB","eU4223","eD4223"
"E2F1",-1,"ZNF350","eU4224","eD4224"
"E2F2",1,"CUX1","eU4225","eD4225"
"E2F3",1,"CUX1","eU4226","eD4226"
"E2F3",1,"TFE3","eU4227","eD4227"
"E2F4",1,"AR","eU4228","eD4228"
"E2F4",1,"CUX1","eU4229","eD4229"
"E2F7",-1,"E2F1","eU4230","eD4230"
"EGR1",1,"EP300","eU4231","eD4231"
"EGR1",1,"TCF4","eU4232","eD4232"
"ELK1",1,"EZH2","eU4233","eD4233"
"ELK1",1,"MECOM","eU4234","eD4234"
"ELK4",1,"NR2C2","eU4235","eD4235"
"ENO1",1,"MYCN","eU4236","eD4236"
"EP300",1,"DNMT1","eU4237","eD4237"
"EP300",1,"EZH2","eU4238","eD4238"
"EP300",1,"HINFP","eU4239","eD4239"
"MYC",1,"EP300","eU4240","eD4240"
"EP300",-1,"MYC","eU4241","eD4241"
"EP300",1,"NR0B2","eU4242","eD4242"
"NR0B2",1,"EP300","eU4243","eD4243"
"EP300",-1,"NR1H4","eU4244","eD4244"
"EP300",1,"RELA","eU4245","eD4245"
"EP300",1,"TP73","eU4246","eD4246"
"EP300",1,"WT1","eU4247","eD4247"
"YY1",1,"EP300","eU4248","eD4248"
"EP300",1,"YY1","eU4249","eD4249"
"EP300",1,"ZEB1","eU4250","eD4250"
"EPAS1",1,"MSC","eU4251","eD4251"
"USF2",1,"EPAS1","eU4252","eD4252"
"EPAS1",1,"USF2","eU4253","eD4253"
"ERG",-1,"FGF2","eU4254","eD4254"
"ERG",1,"SOX4","eU4255","eD4255"
"ERG",1,"ZEB1","eU4256","eD4256"
"ESR1",1,"CEBPB","eU4257","eD4257"
"ESR1",-1,"CTNNB1","eU4258","eD4258"
"ESR1",1,"JUNB","eU4259","eD4259"
"ESR2",-1,"FOS","eU4260","eD4260"
"ESR2",1,"JUN","eU4261","eD4261"
"ESRRA",1,"AHR","eU4262","eD4262"
"ESRRA",-1,"NR2F1","eU4263","eD4263"
"ESRRA",-1,"NR2F6","eU4264","eD4264"
"ESRRA",-1,"SNAI1","eU4265","eD4265"
"ESRRA",-1,"SNAI2","eU4266","eD4266"
"ETS1",1,"ERG","eU4267","eD4267"
"ETS2",1,"EGR1","eU4268","eD4268"
"ETS2",1,"ERG","eU4269","eD4269"
"ETV3",-1,"NFKB1","eU4270","eD4270"
"ETV3",-1,"RELA","eU4271","eD4271"
"ETV7",1,"ETS1","eU4272","eD4272"
"ETV7",1,"ETS2","eU4273","eD4273"
"ETV7",1,"ETV6","eU4274","eD4274"
"EWSR1",1,"EGR2","eU4275","eD4275"
"EWSR1",1,"MITF","eU4276","eD4276"
"EZH2",-1,"FOXC1","eU4277","eD4277"
"EZH2",-1,"HDAC1","eU4278","eD4278"
"EZH2",1,"PAX8","eU4279","eD4279"
"EZH2",-1,"SNAI2","eU4280","eD4280"
"EZH2",-1,"TWIST1","eU4281","eD4281"
"FHL2",1,"NFKB1","eU4282","eD4282"
"FHL2",1,"RELA","eU4283","eD4283"
"FLI1",1,"EP300","eU4284","eD4284"
"FLI1",1,"FOXM1","eU4285","eD4285"
"FLI1",1,"HDAC1","eU4286","eD4286"
"FLI1",1,"ID2","eU4287","eD4287"
"FOS",1,"DDIT3","eU4288","eD4288"
"FOS",1,"FOXA1","eU4289","eD4289"
"FOS",-1,"NFKB1","eU4290","eD4290"
"FOS",1,"SMAD4","eU4291","eD4291"
"FOS",-1,"SPI1","eU4292","eD4292"
"FOSL1",1,"EZH2","eU4293","eD4293"
"FOSL2",1,"BCL6","eU4294","eD4294"
"FOSL2",1,"BRCA1","eU4295","eD4295"
"FOSL2",1,"FOSL1","eU4296","eD4296"
"FOSL2",1,"MYB","eU4297","eD4297"
"FOXA1",1,"ESR1","eU4298","eD4298"
"FOXA1",1,"MYC","eU4299","eD4299"
"FOXA1",1,"NKX2_1","eU4300","eD4300"
"FOXA2",1,"NKX2_1","eU4301","eD4301"
"FOXA2",1,"NR5A2","eU4302","eD4302"
"FOXA2",-1,"PAX6","eU4303","eD4303"
"FOXA2",1,"TCF7L2","eU4304","eD4304"
"FOXD3",1,"RARB","eU4305","eD4305"
"FOXE1",1,"MSX1","eU4306","eD4306"
"FOXH1",-1,"AR","eU4307","eD4307"
"FOXH1",1,"CTCF","eU4308","eD4308"
"FOXL2",1,"SIRT1","eU4309","eD4309"
"FOXM1",1,"AR","eU4310","eD4310"
"FOXO1",-1,"AR","eU4311","eD4311"
"FOXO1",1,"NEUROG3","eU4312","eD4312"
"FOXP2",-1,"NKX2_1","eU4313","eD4313"
"FOXP3",1,"SATB1","eU4314","eD4314"
"GATA1",-1,"CEBPA","eU4315","eD4315"
"GATA1",1,"SMAD1","eU4316","eD4316"
"GATA3",1,"CDX2","eU4317","eD4317"
"GATA3",-1,"FOXC2","eU4318","eD4318"
"NFKB1",1,"GATA3","eU4319","eD4319"
"GATA3",1,"NFKB1","eU4320","eD4320"
"GATA3",1,"RELA","eU4321","eD4321"
"RELA",1,"GATA3","eU4322","eD4322"
"GATA3",-1,"STAT4","eU4323","eD4323"
"GATA3",1,"TCF7L2","eU4324","eD4324"
"TCF7L2",1,"GATA3","eU4325","eD4325"
"GATA4",-1,"HDAC9","eU4326","eD4326"
"GFI1B",1,"MEF2C","eU4327","eD4327"
"GLI1",-1,"EGR2","eU4328","eD4328"
"GLI1",1,"SMAD4","eU4329","eD4329"
"SMAD4",1,"GLI1","eU4330","eD4330"
"GLI1",1,"SOX9","eU4331","eD4331"
"GLI2",1,"FOXA2","eU4332","eD4332"
"FOXA2",1,"GLI2","eU4333","eD4333"
"GLI2",-1,"FOXC2","eU4334","eD4334"
"GLI2",1,"FOXF1","eU4335","eD4335"
"GLI2",1,"JUN","eU4336","eD4336"
"GTF3A",1,"STAT1","eU4337","eD4337"
"HAND2",1,"GATA4","eU4338","eD4338"
"HAND2",1,"PHOX2A","eU4339","eD4339"
"AR",1,"HDAC1","eU4340","eD4340"
"HDAC1",-1,"AR","eU4341","eD4341"
"HDAC1",-1,"E2F1","eU4342","eD4342"
"HDAC1",-1,"EGR1","eU4343","eD4343"
"HDAC1",-1,"ESR1","eU4344","eD4344"
